<SM 0
24 3221455744 2
24 3221455776 2
24 3221456320 1
24 3221456352 1
24 3221456768 2
24 3221456800 2
24 3221457344 1
24 3221457376 1
24 3221457792 2
24 3221457824 2
24 3221458368 1
24 3221458400 1
24 3221458816 2
24 3221458848 2
24 3221459392 1
24 3221459424 5
24 3221459840 2
24 3221459872 2
24 3221460416 2
24 3221460448 7
24 3221460864 2
24 3221460896 2
24 3221461440 1
24 3221461472 1
24 3221461888 2
24 3221461920 2
24 3221462464 1
24 3221462496 1
24 3221462912 2
24 3221462944 2
24 3221463488 3
24 3221463520 4
24 3221463936 2
24 3221463968 2
24 3221464512 2
24 3221464544 5
24 3221464960 2
24 3221464992 2
24 3221465536 1
24 3221465568 5
24 3221465984 2
24 3221466016 2
24 3221466560 1
24 3221466592 1
24 3221467008 2
24 3221467040 2
24 3221467584 2
24 3221467616 1
24 3221468032 2
24 3221468064 2
24 3221468608 1
24 3221468640 5
24 3221469056 2
24 3221469088 2
24 3221469632 1
24 3221469664 9
24 3221470080 2
24 3221470112 2
24 3221470656 2
24 3221470688 1
24 3221471104 2
24 3221471136 2
26 3221357056 1
26 3221357088 1
26 3221357376 1
26 3221357408 1
26 3221358080 1
26 3221358112 1
26 3221358400 2
26 3221358432 2
26 3221359104 1
26 3221359136 1
26 3221359424 2
26 3221359456 2
26 3221360128 1
26 3221360160 1
26 3221360448 2
26 3221360480 2
26 3221361152 1
26 3221361184 1
26 3221361472 2
26 3221361504 2
26 3221362176 1
26 3221362208 1
26 3221362496 2
26 3221362528 2
26 3221363200 1
26 3221363232 1
26 3221363520 2
26 3221363552 2
26 3221364224 1
26 3221364256 1
26 3221364544 2
26 3221364576 2
26 3221365248 1
26 3221365280 1
26 3221365568 2
26 3221365600 2
26 3221366272 1
26 3221366304 1
26 3221366592 2
26 3221366624 2
26 3221367296 1
26 3221367328 1
26 3221367616 2
26 3221367648 2
26 3221368320 1
26 3221368352 1
26 3221368640 2
26 3221368672 2
26 3221369344 1
26 3221369376 1
26 3221369664 2
26 3221369696 2
26 3221370368 1
26 3221370400 1
26 3221370688 2
26 3221370720 2
26 3221371392 1
26 3221371424 1
26 3221371712 2
26 3221371744 2
26 3221372416 1
26 3221372448 1
26 3221372736 2
26 3221372768 2
26 3221438976 2
26 3221439008 2
26 3221440000 2
26 3221440032 2
26 3221441024 2
26 3221441056 2
26 3221442048 2
26 3221442080 2
26 3221443072 2
26 3221443104 2
26 3221444096 2
26 3221444128 2
26 3221445120 2
26 3221445152 2
26 3221446144 2
26 3221446176 2
26 3221447168 2
26 3221447200 2
26 3221448192 2
26 3221448224 2
26 3221449216 2
26 3221449248 2
26 3221450240 2
26 3221450272 2
26 3221451264 2
26 3221451296 2
26 3221452288 2
26 3221452320 2
26 3221453312 2
26 3221453344 2
26 3221454336 2
26 3221454368 2
27 3221357120 1
27 3221357152 1
27 3221357440 1
27 3221357472 1
27 3221357504 1
27 3221357536 1
27 3221358144 1
27 3221358176 1
27 3221358464 1
27 3221358496 1
27 3221358528 1
27 3221358560 1
27 3221359168 1
27 3221359200 1
27 3221359488 1
27 3221359520 1
27 3221359552 1
27 3221359584 1
27 3221360192 1
27 3221360224 1
27 3221360512 1
27 3221360544 1
27 3221360576 1
27 3221360608 1
27 3221361216 1
27 3221361248 1
27 3221361536 1
27 3221361568 1
27 3221361600 1
27 3221361632 1
27 3221362240 1
27 3221362272 1
27 3221362560 1
27 3221362592 1
27 3221362624 1
27 3221362656 1
27 3221363264 1
27 3221363296 1
27 3221363584 1
27 3221363616 1
27 3221363648 1
27 3221363680 1
27 3221364288 1
27 3221364320 1
27 3221364608 1
27 3221364640 1
27 3221364672 1
27 3221364704 1
27 3221365312 1
27 3221365344 1
27 3221365632 1
27 3221365664 1
27 3221365696 1
27 3221365728 1
27 3221366336 1
27 3221366368 1
27 3221366656 1
27 3221366688 1
27 3221366720 1
27 3221366752 1
27 3221367360 1
27 3221367392 1
27 3221367680 1
27 3221367712 1
27 3221367744 1
27 3221367776 1
27 3221368384 1
27 3221368416 1
27 3221368704 1
27 3221368736 1
27 3221368768 1
27 3221368800 1
27 3221369408 1
27 3221369440 1
27 3221369728 1
27 3221369760 1
27 3221369792 1
27 3221369824 1
27 3221370432 1
27 3221370464 1
27 3221370752 1
27 3221370784 1
27 3221370816 1
27 3221370848 1
27 3221371456 1
27 3221371488 1
27 3221371776 1
27 3221371808 1
27 3221371840 1
27 3221371872 1
27 3221372480 1
27 3221372512 1
27 3221372800 1
27 3221372832 1
27 3221372864 1
27 3221372896 1
27 3221389824 1
27 3221389856 1
27 3221390208 2
27 3221390240 2
27 3221390848 1
27 3221390880 1
27 3221391232 2
27 3221391264 2
27 3221391872 1
27 3221391904 1
27 3221392256 2
27 3221392288 2
27 3221392896 1
27 3221392928 1
27 3221393280 2
27 3221393312 2
27 3221393920 1
27 3221393952 1
27 3221394304 2
27 3221394336 2
27 3221394944 1
27 3221394976 1
27 3221395328 2
27 3221395360 2
27 3221395968 1
27 3221396000 1
27 3221396352 2
27 3221396384 2
27 3221396992 1
27 3221397024 1
27 3221397376 2
27 3221397408 2
27 3221398016 1
27 3221398048 1
27 3221398400 2
27 3221398432 2
27 3221399040 1
27 3221399072 1
27 3221399424 2
27 3221399456 2
27 3221400064 1
27 3221400096 1
27 3221400448 2
27 3221400480 2
27 3221401088 1
27 3221401120 1
27 3221401472 2
27 3221401504 2
27 3221402112 1
27 3221402144 1
27 3221402496 2
27 3221402528 2
27 3221403136 1
27 3221403168 1
27 3221403520 2
27 3221403552 2
27 3221404160 1
27 3221404192 1
27 3221404544 2
27 3221404576 2
27 3221405184 1
27 3221405216 1
27 3221405568 2
27 3221405600 2
27 3221422592 1
27 3221422624 1
27 3221423040 2
27 3221423072 2
27 3221423616 1
27 3221423648 1
27 3221424064 2
27 3221424096 2
27 3221424640 1
27 3221424672 1
27 3221425088 2
27 3221425120 2
27 3221425664 1
27 3221425696 1
27 3221426112 2
27 3221426144 2
27 3221426688 1
27 3221426720 1
27 3221427136 2
27 3221427168 2
27 3221427712 1
27 3221427744 1
27 3221428160 2
27 3221428192 2
27 3221428736 1
27 3221428768 1
27 3221429184 2
27 3221429216 2
27 3221429760 1
27 3221429792 1
27 3221430208 2
27 3221430240 2
27 3221430784 1
27 3221430816 1
27 3221431232 2
27 3221431264 2
27 3221431808 1
27 3221431840 1
27 3221432256 2
27 3221432288 2
27 3221432832 1
27 3221432864 1
27 3221433280 2
27 3221433312 2
27 3221433856 1
27 3221433888 1
27 3221434304 2
27 3221434336 2
27 3221434880 1
27 3221434912 1
27 3221435328 2
27 3221435360 2
27 3221435904 1
27 3221435936 1
27 3221436352 2
27 3221436384 2
27 3221436928 1
27 3221436960 1
27 3221437376 2
27 3221437408 2
27 3221437952 1
27 3221437984 1
27 3221438400 2
27 3221438432 2
27 3221471744 1
27 3221471776 1
27 3221471808 2
27 3221471840 2
27 3221472768 1
27 3221472800 1
27 3221472832 2
27 3221472864 2
27 3221473792 1
27 3221473824 1
27 3221473856 2
27 3221473888 2
27 3221474816 1
27 3221474848 1
27 3221474880 2
27 3221474912 2
27 3221475840 1
27 3221475872 1
27 3221475904 2
27 3221475936 2
27 3221476864 1
27 3221476896 1
27 3221476928 2
27 3221476960 2
27 3221477888 1
27 3221477920 1
27 3221477952 2
27 3221477984 2
27 3221478912 1
27 3221478944 1
27 3221478976 2
27 3221479008 2
27 3221479936 1
27 3221479968 1
27 3221480000 2
27 3221480032 2
27 3221480960 1
27 3221480992 1
27 3221481024 2
27 3221481056 2
27 3221481984 1
27 3221482016 1
27 3221482048 2
27 3221482080 2
27 3221483008 1
27 3221483040 1
27 3221483072 2
27 3221483104 2
27 3221484032 1
27 3221484064 1
27 3221484096 2
27 3221484128 2
27 3221485056 1
27 3221485088 1
27 3221485120 2
27 3221485152 2
27 3221486080 1
27 3221486112 1
27 3221486144 2
27 3221486176 2
27 3221487104 1
27 3221487136 1
27 3221487168 2
27 3221487200 2
30 3221373632 2
30 3221373664 2
30 3221373824 1
30 3221373856 1
30 3221374656 2
30 3221374688 2
30 3221374848 1
30 3221374880 1
30 3221375680 2
30 3221375712 2
30 3221375872 1
30 3221375904 1
30 3221376704 2
30 3221376736 2
30 3221376896 1
30 3221376928 1
30 3221377728 2
30 3221377760 2
30 3221377920 1
30 3221377952 1
30 3221378752 2
30 3221378784 2
30 3221378944 1
30 3221378976 1
30 3221379776 2
30 3221379808 2
30 3221379968 1
30 3221380000 1
30 3221380800 2
30 3221380832 2
30 3221380992 1
30 3221381024 1
30 3221381824 2
30 3221381856 2
30 3221382016 1
30 3221382048 1
30 3221382848 2
30 3221382880 2
30 3221383040 1
30 3221383072 1
30 3221383872 2
30 3221383904 2
30 3221384064 1
30 3221384096 1
30 3221384896 2
30 3221384928 2
30 3221385088 1
30 3221385120 1
30 3221385920 2
30 3221385952 2
30 3221386112 1
30 3221386144 1
30 3221386944 2
30 3221386976 2
30 3221387136 1
30 3221387168 1
30 3221387968 2
30 3221388000 2
30 3221388160 1
30 3221388192 1
30 3221388992 2
30 3221389024 2
30 3221389184 1
30 3221389216 1
30 3221389888 1
30 3221389920 1
30 3221390016 2
30 3221390048 2
30 3221390912 1
30 3221390944 1
30 3221391040 2
30 3221391072 2
30 3221391936 1
30 3221391968 1
30 3221392064 2
30 3221392096 2
30 3221392960 1
30 3221392992 1
30 3221393088 2
30 3221393120 2
30 3221393984 1
30 3221394016 1
30 3221394112 2
30 3221394144 2
30 3221395008 1
30 3221395040 1
30 3221395136 2
30 3221395168 2
30 3221396032 1
30 3221396064 1
30 3221396160 2
30 3221396192 2
30 3221397056 1
30 3221397088 1
30 3221397184 2
30 3221397216 2
30 3221398080 1
30 3221398112 1
30 3221398208 2
30 3221398240 2
30 3221399104 1
30 3221399136 1
30 3221399232 2
30 3221399264 2
30 3221400128 1
30 3221400160 1
30 3221400256 2
30 3221400288 2
30 3221401152 1
30 3221401184 1
30 3221401280 2
30 3221401312 2
30 3221402176 1
30 3221402208 1
30 3221402304 2
30 3221402336 2
30 3221403200 1
30 3221403232 1
30 3221403328 2
30 3221403360 2
30 3221404224 1
30 3221404256 1
30 3221404352 2
30 3221404384 2
30 3221405248 1
30 3221405280 1
30 3221405376 2
30 3221405408 2
30 3221422656 1
30 3221422688 1
30 3221422976 2
30 3221423008 2
30 3221423680 1
30 3221423712 1
30 3221424000 2
30 3221424032 2
30 3221424704 1
30 3221424736 1
30 3221425024 2
30 3221425056 2
30 3221425728 1
30 3221425760 1
30 3221426048 2
30 3221426080 2
30 3221426752 1
30 3221426784 1
30 3221427072 2
30 3221427104 2
30 3221427776 1
30 3221427808 1
30 3221428096 2
30 3221428128 2
30 3221428800 1
30 3221428832 1
30 3221429120 2
30 3221429152 2
30 3221429824 1
30 3221429856 1
30 3221430144 2
30 3221430176 2
30 3221430848 1
30 3221430880 1
30 3221431168 2
30 3221431200 2
30 3221431872 1
30 3221431904 1
30 3221432192 2
30 3221432224 2
30 3221432896 1
30 3221432928 1
30 3221433216 2
30 3221433248 2
30 3221433920 1
30 3221433952 1
30 3221434240 2
30 3221434272 2
30 3221434944 1
30 3221434976 1
30 3221435264 2
30 3221435296 2
30 3221435968 1
30 3221436000 1
30 3221436288 2
30 3221436320 2
30 3221436992 1
30 3221437024 1
30 3221437312 2
30 3221437344 2
30 3221438016 1
30 3221438048 1
30 3221438336 2
30 3221438368 2
30 3221471808 1
30 3221471840 1
30 3221471936 2
30 3221471968 2
30 3221472832 1
30 3221472864 1
30 3221472960 2
30 3221472992 2
30 3221473856 1
30 3221473888 1
30 3221473984 2
30 3221474016 2
30 3221474880 1
30 3221474912 1
30 3221475008 2
30 3221475040 2
30 3221475904 1
30 3221475936 1
30 3221476032 2
30 3221476064 2
30 3221476928 1
30 3221476960 1
30 3221477056 2
30 3221477088 2
30 3221477952 1
30 3221477984 1
30 3221478080 2
30 3221478112 2
30 3221478976 1
30 3221479008 1
30 3221479104 2
30 3221479136 2
30 3221480000 1
30 3221480032 1
30 3221480128 2
30 3221480160 2
30 3221481024 1
30 3221481056 1
30 3221481152 2
30 3221481184 2
30 3221482048 1
30 3221482080 1
30 3221482176 2
30 3221482208 2
30 3221483072 1
30 3221483104 1
30 3221483200 2
30 3221483232 2
30 3221484096 1
30 3221484128 1
30 3221484224 2
30 3221484256 2
30 3221485120 1
30 3221485152 1
30 3221485248 2
30 3221485280 2
30 3221486144 1
30 3221486176 1
30 3221486272 2
30 3221486304 2
30 3221487168 1
30 3221487200 1
30 3221487296 2
30 3221487328 2
33 3221390272 2
33 3221390304 2
33 3221391296 2
33 3221391328 2
33 3221392320 2
33 3221392352 2
33 3221393344 2
33 3221393376 2
33 3221394368 2
33 3221394400 2
33 3221395392 2
33 3221395424 2
33 3221396416 2
33 3221396448 2
33 3221397440 2
33 3221397472 2
33 3221398464 2
33 3221398496 2
33 3221399488 2
33 3221399520 2
33 3221400512 2
33 3221400544 2
33 3221401536 2
33 3221401568 2
33 3221402560 2
33 3221402592 2
33 3221403584 2
33 3221403616 2
33 3221404608 2
33 3221404640 2
33 3221405632 2
33 3221405664 2
33 3221406336 1
33 3221406368 1
33 3221406656 2
33 3221406688 2
33 3221407360 1
33 3221407392 1
33 3221407680 2
33 3221407712 2
33 3221408384 1
33 3221408416 1
33 3221408704 2
33 3221408736 2
33 3221409408 1
33 3221409440 1
33 3221409728 2
33 3221409760 2
33 3221410432 1
33 3221410464 1
33 3221410752 2
33 3221410784 2
33 3221411456 1
33 3221411488 1
33 3221411776 2
33 3221411808 2
33 3221412480 1
33 3221412512 1
33 3221412800 2
33 3221412832 2
33 3221413504 1
33 3221413536 1
33 3221413824 2
33 3221413856 2
33 3221414528 1
33 3221414560 1
33 3221414848 2
33 3221414880 2
33 3221415552 1
33 3221415584 1
33 3221415872 2
33 3221415904 2
33 3221416576 1
33 3221416608 1
33 3221416896 2
33 3221416928 2
33 3221417600 1
33 3221417632 1
33 3221417920 2
33 3221417952 2
33 3221418624 1
33 3221418656 1
33 3221418944 2
33 3221418976 2
33 3221419648 1
33 3221419680 1
33 3221419968 2
33 3221420000 2
33 3221420672 1
33 3221420704 1
33 3221420992 2
33 3221421024 2
33 3221421696 1
33 3221421728 1
33 3221422016 2
33 3221422048 2
33 3221455488 1
33 3221455520 1
33 3221455808 2
33 3221455840 2
33 3221456512 1
33 3221456544 1
33 3221456832 2
33 3221456864 2
33 3221457536 1
33 3221457568 1
33 3221457856 2
33 3221457888 2
33 3221458560 1
33 3221458592 1
33 3221458880 2
33 3221458912 2
33 3221459584 1
33 3221459616 1
33 3221459904 2
33 3221459936 2
33 3221460608 1
33 3221460640 1
33 3221460928 2
33 3221460960 2
33 3221461632 1
33 3221461664 1
33 3221461952 2
33 3221461984 2
33 3221462656 1
33 3221462688 1
33 3221462976 2
33 3221463008 2
33 3221463680 1
33 3221463712 1
33 3221464000 2
33 3221464032 2
33 3221464704 1
33 3221464736 1
33 3221465024 2
33 3221465056 2
33 3221465728 1
33 3221465760 1
33 3221466048 2
33 3221466080 2
33 3221466752 1
33 3221466784 1
33 3221467072 2
33 3221467104 2
33 3221467776 1
33 3221467808 1
33 3221468096 2
33 3221468128 2
33 3221468800 1
33 3221468832 1
33 3221469120 2
33 3221469152 2
33 3221469824 1
33 3221469856 1
33 3221470144 2
33 3221470176 2
33 3221470848 1
33 3221470880 1
33 3221471168 2
33 3221471200 2
36 3221406464 1
36 3221406496 1
36 3221407488 1
36 3221407520 1
36 3221408512 1
36 3221408544 1
36 3221409536 1
36 3221409568 1
36 3221410560 1
36 3221410592 1
36 3221411584 1
36 3221411616 1
36 3221412608 1
36 3221412640 1
36 3221413632 1
36 3221413664 1
36 3221414656 1
36 3221414688 1
36 3221415680 1
36 3221415712 1
36 3221416704 1
36 3221416736 1
36 3221417728 1
36 3221417760 1
36 3221418752 1
36 3221418784 1
36 3221419776 1
36 3221419808 1
36 3221420800 1
36 3221420832 1
36 3221421824 1
36 3221421856 1
36 3221439168 1
36 3221439200 1
36 3221439232 2
36 3221439264 2
36 3221440192 1
36 3221440224 1
36 3221440256 2
36 3221440288 2
36 3221441216 1
36 3221441248 1
36 3221441280 2
36 3221441312 2
36 3221442240 1
36 3221442272 1
36 3221442304 2
36 3221442336 2
36 3221443264 1
36 3221443296 1
36 3221443328 2
36 3221443360 2
36 3221444288 1
36 3221444320 1
36 3221444352 2
36 3221444384 2
36 3221445312 1
36 3221445344 1
36 3221445376 2
36 3221445408 2
36 3221446336 1
36 3221446368 1
36 3221446400 2
36 3221446432 2
36 3221447360 1
36 3221447392 1
36 3221447424 2
36 3221447456 2
36 3221448384 1
36 3221448416 1
36 3221448448 2
36 3221448480 2
36 3221449408 1
36 3221449440 1
36 3221449472 2
36 3221449504 2
36 3221450432 1
36 3221450464 1
36 3221450496 2
36 3221450528 2
36 3221451456 1
36 3221451488 1
36 3221451520 2
36 3221451552 2
36 3221452480 1
36 3221452512 1
36 3221452544 2
36 3221452576 2
36 3221453504 1
36 3221453536 1
36 3221453568 2
36 3221453600 2
36 3221454528 1
36 3221454560 1
36 3221454592 2
36 3221454624 2
38 3221422848 1
38 3221422880 1
38 3221423040 1
38 3221423072 1
38 3221423872 1
38 3221423904 1
38 3221424064 2
38 3221424096 2
38 3221424896 1
38 3221424928 1
38 3221425088 2
38 3221425120 2
38 3221425920 1
38 3221425952 1
38 3221426112 2
38 3221426144 2
38 3221426944 1
38 3221426976 1
38 3221427136 2
38 3221427168 2
38 3221427968 1
38 3221428000 1
38 3221428160 2
38 3221428192 2
38 3221428992 1
38 3221429024 1
38 3221429184 2
38 3221429216 2
38 3221430016 1
38 3221430048 1
38 3221430208 2
38 3221430240 2
38 3221431040 1
38 3221431072 1
38 3221431232 2
38 3221431264 2
38 3221432064 1
38 3221432096 1
38 3221432256 2
38 3221432288 2
38 3221433088 1
38 3221433120 1
38 3221433280 2
38 3221433312 2
38 3221434112 1
38 3221434144 1
38 3221434304 2
38 3221434336 2
38 3221435136 1
38 3221435168 1
38 3221435328 2
38 3221435360 2
38 3221436160 1
38 3221436192 1
38 3221436352 2
38 3221436384 2
38 3221437184 1
38 3221437216 1
38 3221437376 2
38 3221437408 2
38 3221438208 1
38 3221438240 1
38 3221438400 2
38 3221438432 2
38 3221472000 2
38 3221472032 2
38 3221473024 2
38 3221473056 2
38 3221474048 2
38 3221474080 2
38 3221475072 2
38 3221475104 2
38 3221476096 2
38 3221476128 2
38 3221477120 2
38 3221477152 2
38 3221478144 2
38 3221478176 2
38 3221479168 2
38 3221479200 2
38 3221480192 2
38 3221480224 2
38 3221481216 2
38 3221481248 2
38 3221482240 2
38 3221482272 2
38 3221483264 2
38 3221483296 2
38 3221484288 2
38 3221484320 2
38 3221485312 2
38 3221485344 2
38 3221486336 2
38 3221486368 2
38 3221487360 2
38 3221487392 2
42 3221439360 1
42 3221439392 1
42 3221440384 1
42 3221440416 1
42 3221441408 1
42 3221441440 1
42 3221442432 1
42 3221442464 1
42 3221443456 1
42 3221443488 1
42 3221444480 1
42 3221444512 1
42 3221445504 1
42 3221445536 1
42 3221446528 1
42 3221446560 1
42 3221447552 1
42 3221447584 1
42 3221448576 1
42 3221448608 1
42 3221449600 1
42 3221449632 1
42 3221450624 1
42 3221450656 1
42 3221451648 1
42 3221451680 1
42 3221452672 1
42 3221452704 1
42 3221453696 1
42 3221453728 1
42 3221454720 1
42 3221454752 1
42 3221472064 1
42 3221472096 1
42 3221472128 2
42 3221472160 2
42 3221473088 1
42 3221473120 1
42 3221473152 2
42 3221473184 2
42 3221474112 1
42 3221474144 1
42 3221474176 2
42 3221474208 2
42 3221475136 1
42 3221475168 1
42 3221475200 2
42 3221475232 2
42 3221476160 1
42 3221476192 1
42 3221476224 2
42 3221476256 2
42 3221477184 1
42 3221477216 1
42 3221477248 2
42 3221477280 2
42 3221478208 1
42 3221478240 1
42 3221478272 2
42 3221478304 2
42 3221479232 1
42 3221479264 1
42 3221479296 2
42 3221479328 2
42 3221480256 1
42 3221480288 1
42 3221480320 2
42 3221480352 2
42 3221481280 1
42 3221481312 1
42 3221481344 2
42 3221481376 2
42 3221482304 1
42 3221482336 1
42 3221482368 2
42 3221482400 2
42 3221483328 1
42 3221483360 1
42 3221483392 2
42 3221483424 2
42 3221484352 1
42 3221484384 1
42 3221484416 2
42 3221484448 2
42 3221485376 1
42 3221485408 1
42 3221485440 2
42 3221485472 2
42 3221486400 1
42 3221486432 1
42 3221486464 2
42 3221486496 2
42 3221487424 1
42 3221487456 1
42 3221487488 2
42 3221487520 2
>
<SM 8
2 3221225472 1
2 3221225504 1
2 3221225984 1
2 3221226016 1
2 3221226496 1
2 3221226528 1
2 3221227008 2
2 3221227040 2
2 3221227520 1
2 3221227552 1
2 3221228032 2
2 3221228064 2
2 3221228544 1
2 3221228576 1
2 3221229056 2
2 3221229088 2
2 3221229568 1
2 3221229600 1
2 3221230080 2
2 3221230112 2
2 3221230592 1
2 3221230624 1
2 3221231104 2
2 3221231136 2
2 3221231616 1
2 3221231648 1
2 3221232128 2
2 3221232160 2
2 3221232640 1
2 3221232672 1
2 3221233152 2
2 3221233184 2
2 3221233664 1
2 3221233696 1
2 3221234176 2
2 3221234208 2
2 3221234688 1
2 3221234720 1
2 3221235200 2
2 3221235232 2
2 3221235712 1
2 3221235744 1
2 3221236224 2
2 3221236256 2
2 3221236736 1
2 3221236768 1
2 3221237248 2
2 3221237280 2
2 3221237760 1
2 3221237792 1
2 3221238272 2
2 3221238304 2
2 3221238784 1
2 3221238816 1
2 3221239296 2
2 3221239328 2
2 3221239808 1
2 3221239840 1
2 3221240320 2
2 3221240352 2
2 3221240832 1
2 3221240864 1
2 3221241344 2
2 3221241376 2
2 3221356544 2
2 3221356576 2
2 3221357568 2
2 3221357600 2
2 3221358592 2
2 3221358624 2
2 3221359616 2
2 3221359648 2
2 3221360640 2
2 3221360672 2
2 3221361664 2
2 3221361696 2
2 3221362688 2
2 3221362720 2
2 3221363712 2
2 3221363744 2
2 3221364736 2
2 3221364768 2
2 3221365760 2
2 3221365792 2
2 3221366784 2
2 3221366816 2
2 3221367808 2
2 3221367840 2
2 3221368832 2
2 3221368864 2
2 3221369856 2
2 3221369888 2
2 3221370880 2
2 3221370912 2
2 3221371904 2
2 3221371936 2
3 3221225536 1
3 3221225568 1
3 3221225728 1
3 3221225760 1
3 3221225792 1
3 3221225824 1
3 3221225920 1
3 3221225952 1
3 3221225984 5
3 3221226016 5
3 3221226048 2
3 3221226080 2
3 3221226112 1
3 3221226144 1
3 3221226368 1
3 3221226400 1
3 3221226432 2
3 3221226464 2
3 3221226560 1
3 3221226592 1
3 3221226752 1
3 3221226784 1
3 3221226816 1
3 3221226848 1
3 3221226944 1
3 3221226976 1
3 3221227008 5
3 3221227040 5
3 3221227072 2
3 3221227104 2
3 3221227136 1
3 3221227168 1
3 3221227392 1
3 3221227424 1
3 3221227456 2
3 3221227488 2
3 3221227584 1
3 3221227616 1
3 3221227776 1
3 3221227808 1
3 3221227840 1
3 3221227872 1
3 3221227968 1
3 3221228000 1
3 3221228032 5
3 3221228064 5
3 3221228096 2
3 3221228128 2
3 3221228160 1
3 3221228192 1
3 3221228416 1
3 3221228448 1
3 3221228480 2
3 3221228512 2
3 3221228608 1
3 3221228640 1
3 3221228800 1
3 3221228832 1
3 3221228864 1
3 3221228896 1
3 3221228992 1
3 3221229024 1
3 3221229056 5
3 3221229088 5
3 3221229120 2
3 3221229152 2
3 3221229184 1
3 3221229216 1
3 3221229440 1
3 3221229472 1
3 3221229504 2
3 3221229536 2
3 3221229632 1
3 3221229664 1
3 3221229824 1
3 3221229856 1
3 3221229888 1
3 3221229920 1
3 3221230016 1
3 3221230048 1
3 3221230080 5
3 3221230112 5
3 3221230144 2
3 3221230176 2
3 3221230208 1
3 3221230240 1
3 3221230464 1
3 3221230496 1
3 3221230528 2
3 3221230560 2
3 3221230656 1
3 3221230688 1
3 3221230848 1
3 3221230880 1
3 3221230912 1
3 3221230944 1
3 3221231040 1
3 3221231072 1
3 3221231104 5
3 3221231136 5
3 3221231168 2
3 3221231200 2
3 3221231232 1
3 3221231264 1
3 3221231488 1
3 3221231520 1
3 3221231552 2
3 3221231584 2
3 3221231680 1
3 3221231712 1
3 3221231872 1
3 3221231904 1
3 3221231936 1
3 3221231968 1
3 3221232064 1
3 3221232096 1
3 3221232128 5
3 3221232160 5
3 3221232192 2
3 3221232224 2
3 3221232256 1
3 3221232288 1
3 3221232512 1
3 3221232544 1
3 3221232576 2
3 3221232608 2
3 3221232704 1
3 3221232736 1
3 3221232896 1
3 3221232928 1
3 3221232960 1
3 3221232992 1
3 3221233088 1
3 3221233120 1
3 3221233152 5
3 3221233184 5
3 3221233216 2
3 3221233248 2
3 3221233280 1
3 3221233312 1
3 3221233536 1
3 3221233568 1
3 3221233600 2
3 3221233632 2
3 3221233728 1
3 3221233760 1
3 3221233920 1
3 3221233952 1
3 3221233984 1
3 3221234016 1
3 3221234112 1
3 3221234144 1
3 3221234176 5
3 3221234208 5
3 3221234240 2
3 3221234272 2
3 3221234304 1
3 3221234336 1
3 3221234560 1
3 3221234592 1
3 3221234624 2
3 3221234656 2
3 3221234752 1
3 3221234784 1
3 3221234944 1
3 3221234976 1
3 3221235008 1
3 3221235040 1
3 3221235136 1
3 3221235168 1
3 3221235200 5
3 3221235232 5
3 3221235264 2
3 3221235296 2
3 3221235328 1
3 3221235360 1
3 3221235584 1
3 3221235616 1
3 3221235648 2
3 3221235680 2
3 3221235776 1
3 3221235808 1
3 3221235968 1
3 3221236000 1
3 3221236032 1
3 3221236064 1
3 3221236160 1
3 3221236192 1
3 3221236224 5
3 3221236256 5
3 3221236288 2
3 3221236320 2
3 3221236352 1
3 3221236384 1
3 3221236608 1
3 3221236640 1
3 3221236672 2
3 3221236704 2
3 3221236800 1
3 3221236832 1
3 3221236992 1
3 3221237024 1
3 3221237056 1
3 3221237088 1
3 3221237184 1
3 3221237216 1
3 3221237248 5
3 3221237280 5
3 3221237312 2
3 3221237344 2
3 3221237376 1
3 3221237408 1
3 3221237632 1
3 3221237664 1
3 3221237696 2
3 3221237728 2
3 3221237824 1
3 3221237856 1
3 3221238016 1
3 3221238048 1
3 3221238080 1
3 3221238112 1
3 3221238208 1
3 3221238240 1
3 3221238272 5
3 3221238304 5
3 3221238336 2
3 3221238368 2
3 3221238400 1
3 3221238432 1
3 3221238656 1
3 3221238688 1
3 3221238720 2
3 3221238752 2
3 3221238848 1
3 3221238880 1
3 3221239040 1
3 3221239072 1
3 3221239104 1
3 3221239136 1
3 3221239232 1
3 3221239264 1
3 3221239296 5
3 3221239328 5
3 3221239360 2
3 3221239392 2
3 3221239424 1
3 3221239456 1
3 3221239680 1
3 3221239712 1
3 3221239744 2
3 3221239776 2
3 3221239872 1
3 3221239904 1
3 3221240064 1
3 3221240096 1
3 3221240128 1
3 3221240160 1
3 3221240256 1
3 3221240288 1
3 3221240320 5
3 3221240352 5
3 3221240384 2
3 3221240416 2
3 3221240448 1
3 3221240480 1
3 3221240704 1
3 3221240736 1
3 3221240768 2
3 3221240800 2
3 3221240896 1
3 3221240928 1
3 3221241088 1
3 3221241120 1
3 3221241152 1
3 3221241184 1
3 3221241280 1
3 3221241312 1
3 3221241344 5
3 3221241376 5
3 3221241408 2
3 3221241440 2
3 3221241472 1
3 3221241504 1
3 3221241728 1
3 3221241760 1
3 3221241792 2
3 3221241824 2
3 3221241856 1
3 3221241888 1
3 3221242368 2
3 3221242400 2
3 3221242880 1
3 3221242912 1
3 3221243392 2
3 3221243424 2
3 3221243904 1
3 3221243936 1
3 3221244416 2
3 3221244448 2
3 3221244928 1
3 3221244960 1
3 3221245440 2
3 3221245472 2
3 3221245952 1
3 3221245984 1
3 3221246464 2
3 3221246496 2
